TEI,TEO,TCI,TCO,Evap.Tons,kW,TEA,TCA,TRE,PRE,TRC,PRC,TRC_sub,T_suc,Tsh_suc,TR_dis,Tsh_dis,TO_sump,fault,level
47.17,41.05,81.11,87.29,54.86,61.06,2.9,8.5,38,33.2,95.5,115.2,11.8,40.1,2.2,127.4,31.9,113.6,nc,2
47.13,41.01,81.11,87.29,54.87,61.27,3.1,8.9,37.6,32.9,95.7,115.6,11.6,40.1,2.4,127.4,31.8,113.6,nc,2
44.02,40.6,80.46,84.22,30.63,44.83,2.3,5.8,38.2,33.4,89.6,103.7,7.9,40.2,2.2,138.1,48.2,115.1,nc,2
44.1,40.68,80.46,84.22,30.36,44.88,2.5,5.7,38,33.2,89.9,104.2,8.2,40.4,2.2,138.1,48.5,115.3,nc,2
44.18,40.81,80.5,84.26,30.11,44.94,2.4,6.7,38.3,33.5,90.5,105.2,8.8,40.5,2.3,138.7,48.2,115.6,nc,2
44.26,40.89,80.46,84.22,30,45.13,2.4,6.7,38.3,33.5,90.5,105.2,8.5,40.5,2.2,139.1,48.9,115.7,nc,2
44.3,40.97,80.54,84.34,29.82,45.26,2.7,6.2,38.2,33.4,90.2,104.7,9,40.5,2.3,139.4,49.5,116,nc,2
44.38,41.01,80.62,84.38,30.28,45.36,2.7,7,38.3,33.5,91,106.2,8.9,40.7,2.5,139.4,48.4,116,nc,2
44.38,41.01,80.7,84.47,29.89,45.45,2.7,6.4,38.3,33.4,90.5,105.2,8.7,40.5,2.3,139.4,48.9,116,nc,2
53.19,43.39,70.63,80,88.02,72.76,6.3,11.7,36.7,32.1,91.2,106.7,14.5,40.4,3.5,113.6,22.4,112.4,nc,2
53.43,43.35,71.04,80.7,90.3,75.17,6.5,12.3,36.7,32.1,92,108.2,14.5,40.4,3.7,114.2,22.2,111.3,nc,2
53.43,43.06,71.16,80.95,92.42,77.16,6.4,11.7,36.5,31.9,92.2,108.7,14.9,40.1,3.6,114.7,22,110.9,nc,2
53.19,42.69,71.2,81.27,93.68,79.39,6,12,36.5,31.9,92.7,109.7,15.3,39.9,3.6,115.1,22.4,110.5,nc,2
46.55,40.19,71.12,77.34,56.88,54.34,4.1,9.5,35.8,31.3,86.6,98.3,12.2,38.9,3.1,116.2,29.6,109.4,nc,2
46.55,40.11,71.16,77.34,57.64,54.48,4.1,9.3,36,31.4,86.6,98.3,12.2,38.9,2.9,116,29.4,109.4,nc,2
46.51,40.07,71.2,77.47,57.62,54.57,4.1,9.3,35.8,31.3,86.3,97.8,12.3,38.9,3.1,116.2,29.7,109.4,nc,2
46.47,40.07,71.2,77.47,57.53,54.55,4.1,9.2,35.8,31.3,86.3,97.8,12,38.7,2.7,116.2,30.1,109.2,nc,2
46.47,40.03,71.24,77.55,57.71,54.56,4.3,9.5,36,31.4,86.6,98.3,12,38.7,3.1,116.4,29.6,109.2,nc,2
43.81,40.73,70.92,74.27,27.54,38.3,3.1,7.2,37.4,32.7,81.3,88.9,9.1,40.2,2.6,132.6,51.6,111.8,nc,2
43.93,40.73,71.2,74.72,28.65,39.13,2.8,6.8,38,33,82.1,90.4,9.1,40.5,2.7,132.6,50.5,113.1,nc,2
43.85,40.64,71.28,74.8,28.63,39.1,2.4,6.7,38,33.2,81.3,88.9,8.8,40.5,2.4,132.3,51,113.3,nc,2
43.77,40.52,71.28,74.8,29.06,39.09,2.7,6.8,37.7,33,81.5,89.4,8.6,40.4,2.7,131.7,50.4,113.6,nc,2
43.69,40.44,71.28,74.8,29.07,38.98,2.7,6.4,37.7,33,81,88.4,8.8,40.4,2.7,131.2,50,113.6,nc,2
43.61,40.4,71.28,74.8,28.82,38.98,2.8,6.3,37.6,32.9,81,88.4,9,40.2,2.5,131.2,50.2,113.8,nc,2
43.57,40.36,71.28,74.84,28.7,38.93,2.5,6.4,37.7,33,81,88.4,8.6,40.2,2.5,131.5,50.2,113.8,nc,2
50.36,40.89,66.66,75.62,84.34,66.87,4.7,11.7,35.8,31.3,86.9,98.8,15.1,38.7,3.1,109.4,22.5,111.1,nc,2
50.28,40.77,66.78,75.75,84.96,67.09,5.1,11.3,35.4,30.9,86.9,98.8,15.2,38.5,3.1,109.4,22.2,110.5,nc,2
50.28,40.81,66.74,75.79,84.77,67.04,5.4,11.8,35.3,30.8,87.2,99.3,14.9,38.5,3.1,109.2,22.5,110.1,nc,2
50.28,40.81,66.74,75.83,84.95,66.94,5.4,11.7,35.3,30.8,86.9,98.8,14.9,38.4,3,109.2,22.5,109.2,nc,2
50.32,40.81,66.78,75.83,85.65,67.26,5.2,11.8,35.3,30.8,87.2,99.3,15.2,38.4,3.1,109.4,22.2,109.2,nc,2
50.32,40.81,66.74,75.83,85.9,66.91,5.4,11.6,35.3,30.8,87.2,99.3,15,38.5,3.1,109.4,22,109,nc,2
46.8,39.87,66.25,73.04,61.62,52.29,3.3,9.4,36.5,31.9,82.1,90.4,13.1,38.7,2.2,110.1,28.2,108,nc,2
46.8,40.07,66.13,72.72,60.15,51.59,3.8,10.1,36.2,31.6,82.3,90.8,12.9,39.1,2.8,110.1,28,107.7,nc,2
47.21,40.56,66.04,72.47,59.34,51.96,4.7,10.5,35.8,31.3,82.3,90.8,12.9,39.1,3.3,111.3,28.5,107.7,nc,2
47.21,40.52,66.21,72.67,59.69,52.09,4.1,10,36.3,31.7,82.3,90.8,12.5,39.1,2.9,110.9,28.8,107.7,nc,2
47.21,40.44,66.21,72.8,60.46,52.06,4,9.8,36.2,31.6,82.3,90.8,12.6,39.2,3,111.1,28.6,107.7,nc,2
43.48,39.87,66.25,70.22,32.35,38.31,2.8,6.8,37.1,32.4,76.6,81.4,8.5,39.6,2.4,122,45.4,109.8,nc,2
43.69,40.28,66,69.73,30.49,37.31,2.5,6.5,37.7,33,76,80.4,8.7,40.1,2.5,123.2,47.5,110.5,nc,2
43.81,40.28,66.17,69.93,31.51,38.01,2.9,6.6,37.2,32.5,76.6,81.4,9.5,40.1,2.7,123.5,46.9,110.7,nc,2
43.81,40.28,66.17,69.93,31.6,38.07,2.5,7.8,37.4,32.9,77.3,82.4,9.8,39.9,2.3,123.7,46.7,110.7,nc,2
43.85,40.36,66.21,69.97,31.09,38.25,2.8,8.1,37.4,32.7,77.6,83.4,9.8,39.9,2.7,124.2,46.6,110.9,nc,2
43.93,40.4,66.21,70.01,31.68,38.29,3.2,7.9,37.2,32.5,77.6,82.9,9.5,40.1,2.7,124.7,47.2,111.3,nc,2
61.01,51.99,85.25,93.93,80.75,79.32,7.9,9.4,43.8,39,102.9,130.5,13,49,5,130.9,28.3,119,nc,3
61.01,52.03,85.25,93.88,80.32,79.62,8,9.7,44,39.2,102.9,130.5,12.8,49,5,131.2,28.3,118.8,nc,3
61.01,52.03,85.29,93.93,80.11,80.01,8.2,9.2,43.8,39,102.7,130,13,49,5.4,131.7,28.4,118.8,nc,3
61.05,52.03,85.33,94.01,80.59,80.66,8.1,9.6,43.6,38.8,103.1,131,13,49,5.4,131.7,28.6,118.8,nc,3
56.01,49.94,85.45,91.51,54.51,61.74,6.5,9.2,43.1,38.2,100.2,124.6,12,48.2,4.5,135.6,35.7,119.5,nc,3
56.05,49.94,85.41,91.51,54.54,62.01,6.5,8.8,43.3,38.5,100.2,124.1,12,48.2,4.9,135.9,35.7,119.5,nc,3
56.05,50.02,85.45,91.51,54.46,61.84,6.6,9.2,43.5,38.7,100.2,124.6,12,48.3,5.1,135.6,35.7,119.5,nc,3
56.05,49.98,85.37,91.47,54.41,61.93,6.6,9.4,43.2,38.3,100.4,125.1,12.2,48.2,5,135.9,36,119.7,nc,3
55.93,49.82,85.25,91.26,54.56,61.74,6.6,9,43.2,38.3,100,124.1,12.4,48,4.7,135.6,35.9,119.5,nc,3
55.93,49.77,85.25,91.3,55.44,61.88,6.3,9.2,43.2,38.5,100.4,125.1,12.2,47.8,4.7,135.9,35.5,119.7,nc,3
53.43,50.1,85.45,88.97,29.85,45.18,6.1,6.8,44,39.2,95.5,115.2,9.6,49.6,5.6,152.5,57.4,123.5,nc,3
53.43,50.1,85.41,88.97,29.87,45.16,6,7.5,44.1,39.3,95.3,114.7,9.2,49.6,5.4,152.9,57.6,123.5,nc,3
53.43,50.1,85.45,89.01,29.74,45.11,6,6.6,44.1,39.3,95.7,114.7,9.6,49.5,5.5,152.9,56.8,123.7,nc,3
53.39,50.06,85.45,89.01,29.99,45.16,6,6.8,44,39.2,95.5,115.2,9.4,49.5,5.4,152.9,57,123.7,nc,3
53.35,50.02,85.49,88.97,29.95,45.22,6,6.4,44,39.2,95.3,114.7,9.9,49.5,5.5,152.9,56.5,124.2,nc,3
61.29,51.04,75.87,85.65,92.33,77.18,8.5,12.7,42.3,37.4,98,120.1,15.5,47.3,4.9,121.5,23.2,117.4,nc,3
61.25,50.88,75.95,85.86,92.98,77.67,8.7,12.7,42.1,37.2,98,120.1,15.8,47.3,5,121.5,23.2,116.7,nc,3
61.21,50.84,75.91,85.86,92.87,78.11,8.7,12.7,42.1,37.2,98,120.1,16,47.2,5.1,121.7,23.5,116.4,nc,3
61.21,50.8,75.95,85.98,93.44,78.81,8.8,12.9,41.6,37.1,98,120.1,16,47.2,5,121.7,23.7,116,nc,3
56.55,50.31,76.2,82.3,56.05,54.48,8.2,9.5,42.1,37.2,91.5,107.2,12.5,48.2,6.1,126.8,35.6,115.6,nc,3
56.5,50.27,76.2,82.3,55.9,54.51,8,10.4,42.3,37.4,92.2,108.7,12.8,48.3,5.9,127.1,34.9,115.6,nc,3
56.5,50.22,76.2,82.34,56.45,54.58,8,9.7,42.4,37.5,91.7,107.7,12.6,48.3,6,127.1,35.1,115.6,nc,3
56.55,50.22,76.2,82.38,56.79,54.64,8,9.5,42.3,37.4,91.5,107.2,12.3,48.3,6,127.1,35.9,115.6,nc,3
56.42,50.14,76.24,82.38,56.15,54.69,7.7,10.2,42.4,37.5,92.2,108.7,12.3,48.2,5.8,127.1,34.9,115.7,nc,3
53.27,50.51,75.83,78.78,24.54,37.42,5.8,7,44.6,39.8,85.7,96.8,8.9,50.1,5.5,150.5,65.2,118.8,nc,3
53.15,50.43,75.83,78.78,24.45,37.04,6.6,6.9,44,39.2,85.5,96.3,8.9,50,6,150.9,65.4,119.7,nc,3
53.23,50.47,75.83,78.78,24.59,37.17,6.4,6.8,44,39.2,85.7,96.3,8.9,50.1,6.1,150.9,64.8,120.2,nc,3
53.23,50.43,75.83,78.78,25.17,37.18,6.3,6.9,44.1,39.3,85.5,96.3,8.9,50.3,6.3,150.9,65.2,120.4,nc,3
53.15,50.43,75.87,78.82,24.29,37.19,6.3,6.8,44.1,39.3,85.7,96.8,8.7,50.1,6,150.9,65.4,120.9,nc,3
53.15,50.39,75.87,78.82,24.81,37.16,6.3,6.9,44.1,39.3,85.5,96.3,8.9,50.1,6.1,151.3,65.4,121.7,nc,3
53.11,50.35,75.87,78.82,24.6,37.2,6.3,6.8,44.1,39.3,85.7,96.8,9.2,50.1,5.8,150.9,65.2,122,nc,3
53.15,50.35,75.91,78.86,25.1,37.21,6.3,7,44.1,39.3,85.7,96.8,8.9,50.1,6,151.3,65.2,122,nc,3
53.11,50.35,75.83,78.78,24.62,37.21,6.1,6.8,44.3,39.5,85.5,96.3,8.7,50.1,5.8,150.9,65.4,122.5,nc,3
59.21,49.86,71.2,80.04,83.93,66.53,7.5,12.7,42,37.2,92.2,108.7,15.4,46.8,4.7,116.7,24.7,116.4,nc,3
59,49.61,71.12,80,84.19,66.53,7.5,12.5,42.1,37.2,92,108.2,15,46.6,4.5,116.4,24.7,116,nc,3
58.88,49.53,71,79.92,83.67,66.34,7.7,12.2,41.8,36.9,91.7,107.7,14.9,46.6,5,116.4,24.7,115.1,nc,3
58.84,49.45,71,79.92,84.6,66.25,7.3,12.1,42,37.1,91.5,107.2,14.8,46.4,4.4,116.2,24.7,114.7,nc,3
58.8,49.41,70.96,79.8,83.99,66.2,7.5,12,41.8,36.9,91.5,107.2,14.8,46.4,4.6,116.2,24.5,114.7,nc,3
56.01,49.82,66.17,71.98,55.4,47.18,8,10.6,41.8,36.9,82.1,90.4,12.8,47.8,6.2,117.8,35.5,113.3,nc,3
56.05,49.86,66.21,72.02,55.9,47.15,7.8,10.8,42,37.1,82.3,90.8,12.7,47.8,6,118.1,35.7,113.3,nc,3
56.05,49.9,66.21,72.02,55.06,47.19,8.4,10.8,41.6,36.7,82.3,90.8,12.8,48,6.2,118.1,35.8,113.1,nc,3
56.09,49.9,66.21,72.02,55.44,47.16,8,10.6,42,37.1,82.1,90.4,12.6,47.7,6.1,117.8,35.7,113.1,nc,3
56.09,49.86,66.21,71.98,56.12,47.15,8.2,10.6,41.8,36.9,82.3,90.8,12.8,47.8,6,118.1,35.8,113.1,nc,3
56.09,49.86,66.21,71.94,55.89,47.19,8.2,10.6,41.8,36.7,82.1,90.4,12.7,47.8,6.2,118.1,36,113.1,nc,3
53.72,50.1,63.26,66.74,32.17,35.39,7.5,9.2,42.9,38,75.7,79.9,10.3,49.5,6.5,131.2,55.5,115.1,nc,3
53.6,50.02,63.26,66.78,31.96,35.38,6.9,9.2,43.1,38.2,75.7,79.9,10.2,49.3,6.4,131.2,55.6,115.3,nc,3
53.52,50.02,63.26,66.74,31.35,35.41,7.3,9.2,42.8,37.9,75.7,79.9,10,49.3,6.4,130.9,56.2,115.6,nc,3
53.47,49.94,63.26,66.7,31.67,35.37,7.2,8.2,42.8,37.9,74.7,78.4,9.7,49.3,6.5,130.9,56,115.6,nc,3
53.47,49.94,63.26,66.78,31.67,35.4,7.1,8.5,42.8,38,75,78.9,10,49.3,6.4,131.2,55.7,115.7,nc,3
54.78,47.11,83.04,90.36,68.66,70.81,6.2,10.3,40.8,35.9,100.4,125.1,13.4,44.6,4,128.5,28.1,116,nc,3
54.99,47.24,84.22,91.8,69.4,74.15,6.2,10.4,40.8,35.9,102,128.5,13.8,44.8,4,130.4,28.4,116.7,nc,3
55.03,47.24,84.3,91.96,69.76,74.7,6.2,10.6,41,36.1,102,129,13.5,44.8,3.8,130.7,28.7,116.7,nc,3
50.16,43.96,85.62,91.88,55.25,66.38,3.4,9.3,40.4,35.4,100.9,126.1,12.6,43,2.6,134.4,33.5,117.8,nc,3
50.08,43.96,85.53,91.8,54.54,66.07,3.8,9.3,40,35,100.7,125.6,12.6,42.7,2.6,134.7,33.7,118.1,nc,3
50.08,44.04,85.49,91.71,54.01,66.03,3.9,9.3,40,35,100.7,125.6,12.5,42.9,2.8,135,34.3,117.8,nc,3
50.28,44.29,85.45,91.59,53.48,65.84,4.1,9.2,40,35,100.9,126.1,12.5,42.9,2.9,135.3,34.4,118.3,nc,3
50.49,44.41,85.45,91.63,53.88,65.76,4.5,9.3,39.8,34.8,100.7,125.6,12.3,42.9,2.9,135,34.9,118.3,nc,3
50.57,44.45,85.53,91.59,54.33,65.71,4.4,9.3,40,35,100.7,125.6,12.6,42.9,2.9,135.3,34.6,118.3,nc,3
50.61,44.45,85.49,91.63,54.77,65.57,4.3,9,40.1,35.1,100.4,125.1,12.6,43,3,135.3,34.9,118.3,nc,3
56.79,47.15,75.01,84.3,85.98,75.11,7.5,12.2,39.5,34.6,96.2,116.1,15.2,43.9,4.4,119.7,23.5,116.7,nc,3
56.87,47.15,75.09,84.38,87.18,76.08,7.4,12.5,39.4,34.5,96.5,117.1,15.5,43.8,4.4,119.9,23.4,116.4,nc,3
56.91,47.11,75.17,84.63,87.71,76.92,7.6,12.3,39.4,34.5,96.5,117.1,15.5,43.6,4.2,119.9,23.7,116,nc,3
56.91,47.07,75.26,84.75,88.56,77.89,7.6,12.5,39.2,34.3,96.7,117.6,15.4,43.6,4.2,120.4,23.7,115.6,nc,3
56.95,47.03,75.34,84.79,88.27,78.7,7.8,12.7,39.2,34.3,97,118.1,15.9,43.6,4.4,120.7,23.9,115.3,nc,3
51.14,44.33,75.87,82.67,60.61,59.24,4.9,11,39.1,34.5,92.7,109.7,13.2,42.5,3.1,122.7,29.8,114,nc,3
51.18,44.41,75.87,82.58,61.01,59.19,5.1,10.3,39.2,34.3,92.5,109.2,13.2,42.5,3.4,122.7,30,113.8,nc,3
48.68,45.88,75.22,78.32,24.98,38.44,4.3,7.1,41.6,36.7,85.5,96.3,9.3,45.8,4.2,145.8,59.9,118.8,nc,3
48.64,45.84,75.17,78.24,25.16,38.04,4.2,7.4,41.6,36.7,85.5,96.3,9,45.6,4.1,145.8,60.3,119.7,nc,3
48.64,45.84,75.17,78.24,24.96,37.92,4.5,7.4,41.3,36.4,85.5,96.3,9.5,45.6,4.1,145.8,60.3,119.7,nc,3
48.72,45.88,75.13,78.2,25.37,38.13,4.6,7.4,41.5,36.6,85.5,96.3,9.3,45.8,4.5,145.8,60.6,120.2,nc,3
48.72,45.84,75.17,78.32,25.68,38.54,3.8,7.7,42,37.1,85.5,97.3,9.3,45.8,3.9,146.1,60.6,120.4,nc,3
55.03,45.31,69.89,79.18,86.61,70.16,6.7,12.8,38.6,33.8,91.5,107.2,15.2,42.4,3.5,114.7,23,115.1,nc,3
54.7,45.02,69.61,78.78,86.49,69.55,6.5,12.8,38.3,33.5,91,106.7,15.1,42,3.7,114,23.2,113.6,nc,3
54.66,44.98,69.65,78.82,87.04,69.36,6.3,12.6,38.5,33.7,91,106.2,15.1,42,3.5,113.8,23.2,113.3,nc,3
51.47,45.39,65.63,71.53,54.43,47.84,6.9,10.9,38.5,33.7,81.8,89.9,13.2,43.6,5,115.6,33.9,110.9,nc,3
51.51,45.39,65.67,71.53,54.89,47.86,6.8,10.7,38.5,33.8,81.8,89.9,12.9,43.6,5.2,115.7,34.2,110.9,nc,3
51.55,45.43,65.72,71.57,54.76,47.93,6.8,10.6,38.5,33.7,82.1,89.9,13.1,43.6,5.1,116,33.9,111.1,nc,3
51.55,45.43,65.76,71.57,54.23,48.31,6.8,11.2,38.6,33.8,82.1,90.4,13.1,43.6,4.5,116,33.9,110.9,nc,3
51.47,45.31,65.8,71.65,55.15,48.2,6.8,10.9,38.5,33.7,82.1,90.4,12.9,43.6,5,115.6,33.6,110.9,nc,3
51.51,45.35,65.8,71.65,55.22,48.23,6.8,11,38.6,33.8,82.1,90.4,13.1,43.4,4.8,115.7,33.9,110.9,nc,3
51.47,45.27,65.67,71.53,55.48,48.11,6.7,10.7,38.5,33.8,81.8,89.9,12.9,43.6,5,115.7,33.8,110.7,nc,3
48.23,44.9,65.63,69.07,29.64,36.46,4,8.6,40.4,35.8,77.3,82.4,9.8,44.6,3.6,129.3,52,111.3,nc,3
48.07,44.78,65.59,68.99,29.41,35.05,4.8,8.2,40.1,35.1,76.6,81.4,9.3,44.4,4.3,130.1,53.5,112,nc,3
48.32,45.02,65.39,68.78,29.29,35.89,5,8.9,40.1,35.1,77.3,82.4,9.6,44.6,4.8,131.7,54.4,113.3,nc,3
48.32,45.02,65.43,68.78,29.33,35.94,5.1,8.7,40,35,77.3,82.4,10.6,44.4,4.6,132,54.7,113.6,nc,3
48.27,44.98,65.39,68.78,29.44,35.91,5.1,9,39.8,34.8,77.6,82.9,9.9,44.6,4.6,132,54.4,114.2,nc,3
48.27,44.98,65.43,68.83,29.53,35.97,4.9,8.3,40,35,76.9,81.9,10.6,44.6,4.6,132,55.1,114.5,nc,3
48.23,45.02,65.43,68.83,28.77,35.95,5.1,8.6,40.1,35.1,77.3,82.4,10.1,44.8,4.8,132,55,114.5,nc,3
48.23,44.98,65.47,68.83,29.17,35.94,5,8.2,40.1,35.1,77.3,82.4,10.3,44.8,4.8,132.3,55,114.7,nc,3
50.94,43.51,79.43,86.6,67.04,67.1,4.9,10.6,38.3,33.5,96.7,117.6,13.5,41.7,3.1,124.7,27.7,113.8,nc,3
49.54,41.83,79.6,87.21,68.92,70.85,4.1,10.9,37.4,32.7,97.7,119.6,14,40.4,2.8,125,27.2,114,nc,3
49.01,41.18,79.56,87.25,70.06,72.11,3.8,10.9,37.2,32.5,97.7,119.6,14.2,39.8,2.6,124.7,27.3,113.8,nc,3
46.88,40.77,80.74,86.88,54.4,61.14,2.5,9.2,37.7,33,95.7,115.6,12.8,39.9,1.9,127.4,32,114.2,nc,3
46.72,40.64,80.66,86.84,53.94,60.83,2.8,9.4,37.6,32.9,95.3,114.7,12.3,39.8,2,127.4,32.4,114.5,nc,3
46.51,40.4,80.5,86.68,54.28,61.01,2.8,9.2,37.4,32.7,95.5,115.2,12.3,39.6,2.2,127.1,31.8,114.2,nc,3
46.43,40.36,80.5,86.6,54.08,60.63,2.6,9.2,37.6,32.9,95.3,114.7,12.5,39.4,2,127.1,31.5,114.2,nc,3
44.22,40.93,79.72,83.48,29.46,44.18,2.4,6.9,38.5,33.5,90.5,105.2,9.7,40.5,2.4,140.4,50.2,116.2,nc,3
44.59,41.26,79.84,83.57,29.74,45.15,2.7,7.7,38.5,33.7,91,106.2,10.2,40.9,2.4,141.7,51,116.7,nc,3
44.67,41.34,79.92,83.69,29.67,45.17,2.9,7.5,38.3,33.5,91,106.2,10.2,40.9,2.6,142,50.7,116.9,nc,3
44.71,41.38,79.92,83.69,29.71,45.36,3,7.7,38.2,33.4,91,106.2,10.2,40.9,2.6,142,51,117.1,nc,3
44.75,41.34,80.25,84.06,30.44,46.04,2.5,7.5,38.3,33.7,91.5,107.2,10.2,40.9,2.4,141.3,49.8,117.6,nc,3
52.25,42.45,69.61,78.98,87.06,72.1,5.1,12.8,37.1,32.4,91.5,107.2,16.3,40.1,3.1,113.6,22.1,113.3,nc,3
52.16,42.24,69.89,79.39,88.78,73.78,5.3,12.9,36.7,32.1,92,108.2,16.5,39.8,3.1,113.8,21.8,112,nc,3
52.29,42.28,70.02,79.59,89.92,74.95,5.1,13.1,36.9,32.2,92.5,109.2,16.5,39.8,2.9,114.2,21.5,112,nc,3
52.25,42.08,70.18,79.92,91.67,76.19,5,13.2,36.9,32.2,92.7,109.7,17,39.8,2.9,114.2,21.8,111.6,nc,3
45.94,39.87,69.48,75.66,54.41,52.69,3.8,10.5,36,31.4,85.7,96.8,13,38.7,2.7,116.7,30.7,110.3,nc,3
45.9,39.82,69.65,75.7,54.56,52.65,3.8,10.3,36,31.4,85.7,96.8,13.2,38.7,2.9,116.7,31.2,110.3,nc,3
45.94,39.87,69.61,75.75,54.15,52.81,3.8,10.3,36,31.4,85.7,96.8,13,38.5,2.3,116.9,31.2,109.8,nc,3
45.98,39.87,69.65,75.79,54.71,52.83,3.9,10.3,36,31.4,85.7,96.8,13.3,38.7,2.9,116.9,31.2,110.1,nc,3
46.02,39.87,69.69,75.75,54.74,52.81,3.8,10.1,35.8,31.4,86,97.3,13.2,38.7,2.7,117.1,31.1,109.8,nc,3
46.06,39.91,69.73,75.83,55.06,52.89,3.9,10.3,36,31.4,86,96.8,13.3,38.7,2.7,116.9,31.1,109.8,nc,3
43.16,40.07,69.69,73.17,27.4,37.73,2.2,6.7,37.7,33,79.5,85.9,8.4,39.9,2.2,130.7,50.6,111.6,nc,3
43.07,39.99,69.61,73.08,27.6,37.72,2.2,7,37.7,33,79.8,86.4,8,39.9,2.3,130.4,51.5,112.2,nc,3
42.95,39.91,69.56,73.04,27.38,37.69,2.1,6.7,37.6,32.9,79.5,85.9,8,39.9,2.2,130.9,51.4,112.9,nc,3
42.95,39.91,69.52,73,27.24,37.67,2.2,7.1,37.6,32.9,79.2,85.4,8.1,39.8,2.3,130.9,51.7,113.3,nc,3
42.91,39.91,69.52,73,26.81,37.66,2.3,6.5,37.6,32.9,79.8,85.4,8.7,39.8,2.3,130.9,51.1,113.6,nc,3
42.95,39.91,69.52,72.96,27.38,37.68,2.3,6.7,37.6,32.9,79.5,85.9,8.7,39.9,2.5,131.2,51.4,113.8,nc,3
42.95,39.91,69.56,73,27.19,37.68,2.2,7,37.6,32.9,79.8,86.4,8.6,39.9,2.3,131.2,51.7,113.8,nc,3
42.95,39.91,69.56,73.04,27.16,37.69,2.2,7,37.6,32.9,79.8,86.4,8.4,39.9,2.3,130.9,51.4,114.2,nc,3
42.95,39.95,69.61,73.08,26.86,37.66,2.3,6.4,37.7,33,79.2,85.4,8.1,39.8,2.2,131.2,52,114.5,nc,3
49.26,40.6,64.2,72.47,77.19,60.7,4.1,12.1,36.3,31.7,84.6,94.8,16.2,38.9,2.8,108.4,23.8,112,nc,3
49.17,40.48,64.28,72.55,77.86,60.72,3.9,12.1,36.5,31.9,84.3,94.3,15.9,38.9,2.6,108.2,23.9,111.6,nc,3
49.17,40.44,64.24,72.55,78.2,61.15,4.1,12.3,36.3,31.7,84.3,94.3,16.2,38.9,2.6,108,23.4,111.1,nc,3
49.17,40.44,64.16,72.43,78.22,60.66,4,12.3,36.2,31.6,84.3,94.3,16.2,38.7,2.4,107.7,23.7,110.3,nc,3
49.17,40.64,64,72.14,76.27,60.5,5.1,12.5,35.6,30.9,84.3,94.3,15.6,38.7,3.3,108.4,24.3,109.4,nc,3
49.13,40.48,64.04,72.27,77.23,60.6,4.6,12.5,35.6,31.1,84.3,94.3,15.4,38.5,2.9,108.4,24.4,109,nc,3
47.09,40.77,64.77,71.08,56.85,50.28,3.4,10.7,37.1,32.4,81.5,89.4,13.7,39.4,2.5,111.8,29.8,108.4,nc,3
47.09,40.64,64.9,71.2,57.52,50.32,3.6,11.2,36.9,32.2,82.1,90.4,14,39.6,2.7,111.6,29.5,108.4,nc,3
47.09,40.64,64.9,71.24,57.34,50.24,3.8,11.2,36.7,32.1,82.1,90.4,14.2,39.6,2.9,111.8,29.7,108.6,nc,3
47.09,40.73,64.9,71.2,56.71,50.23,3.8,11,36.7,32.1,81.8,89.9,13.9,39.6,2.9,111.6,30,108.4,nc,3
47.13,40.73,64.9,71.2,57.48,50.15,3.8,11.3,36.7,32.1,82.1,90.4,14,39.6,2.7,111.8,29.7,108.6,nc,3
47.13,40.77,64.86,71.16,56.76,50.17,3.8,11.3,36.7,32.1,82.1,90.4,14.2,39.6,2.9,112,29.7,108.6,nc,3
47.13,40.81,64.86,71.12,56.09,50.11,3.8,11.3,36.7,32.1,82.1,90.4,13.7,39.6,2.7,111.8,30,108.6,nc,3
47.17,40.81,64.86,71.16,56.76,50.18,4,11,36.7,32.1,82.1,89.9,14,39.6,2.9,112,29.9,108.4,nc,3
47.17,40.85,64.9,71.2,56.69,50.21,3.8,11.2,36.7,32.1,81.8,89.9,13.5,39.6,2.9,111.8,30,108.6,nc,3
44.06,40.73,64.57,68.21,29.92,37.11,2.9,9,37.6,32.9,76.6,81.4,10.5,40.4,2.6,126,49.7,110.5,nc,3
43.97,40.64,64.57,68.21,29.9,37.18,2.8,8.7,37.6,32.9,76.3,81.4,10.1,40.2,2.6,126,50,110.5,nc,3
43.93,40.56,64.57,68.21,30.31,37.12,2.7,8.7,37.7,33,76.6,81.4,10.4,40.4,2.7,126,49.1,110.9,nc,3
43.81,40.48,64.57,68.21,29.61,37.04,2.8,8.8,37.6,32.9,76.6,81.4,9.6,40.2,2.6,125.7,49.7,111.6,nc,3
43.77,40.44,64.57,68.25,29.76,37.02,2.8,8.4,37.6,32.9,76.3,80.9,9.9,40.2,2.5,125.5,49.2,111.8,nc,3
43.73,40.4,64.57,68.21,29.75,36.98,2.6,8.2,37.6,32.9,76.3,80.9,9.8,40.1,2.7,125.5,49.2,112,nc,3
43.69,40.36,64.53,68.17,29.64,36.99,2.6,8.2,37.4,32.9,75.7,79.9,9.8,40.1,2.6,125.2,49.5,112,nc,3
43.65,40.36,64.53,68.21,29.39,36.98,2.6,8.1,37.6,32.9,76.3,80.4,10.1,39.9,2.3,125.2,49.2,112.4,nc,3
43.65,40.36,64.53,68.17,29.55,36.94,2.6,8.1,37.6,32.9,76,80.4,9.6,39.9,2.3,125.5,49.2,112.2,nc,3
59.04,51.62,84.96,92.16,67,72.68,7.9,12.3,43.8,39,104,133,15.7,49.5,5.7,138.1,33.8,119.2,nc,4
